genes,weights
ENSMUSG00000114059,0.1
ENSMUSG00000108423,0.1
ENSMUSG00000107418,0.1
ENSMUSG00000040660,0.1
ENSMUSG00000012296,0.1
ENSMUSG00000107134,0.1
ENSMUSG00000083289,0.1
ENSMUSG00000004815,0.1
ENSMUSG00000006678,0.1
ENSMUSG00002075168,0.1
ENSMUSG00000009828,0.1
ENSMUSG00000112612,0.1
ENSMUSG00000048965,0.1
ENSMUSG00000050197,0.1
ENSMUSG00000112395,0.1
ENSMUSG00000108360,0.1
ENSMUSG00002076589,0.1
ENSMUSG00000091876,0.1
ENSMUSG00000033731,0.1
ENSMUSG00000080916,0.1
ENSMUSG00000022747,0.1
ENSMUSG00000106692,0.1
ENSMUSG00000085403,0.1
ENSMUSG00000108455,0.1
ENSMUSG00000111294,0.1
ENSMUSG00000029478,0.1
ENSMUSG00000022802,0.1
ENSMUSG00000050350,0.1
ENSMUSG00000098747,0.1
ENSMUSG00000027993,0.1
ENSMUSG00000038692,0.1
ENSMUSG00000032185,0.1
ENSMUSG00000114407,0.1
ENSMUSG00000100247,0.1
ENSMUSG00000069607,0.1
ENSMUSG00000079440,0.1
ENSMUSG00000107460,0.1
ENSMUSG00000083659,0.1
ENSMUSG00000103586,0.1
ENSMUSG00000047547,0.1
ENSMUSG00000005683,0.1
ENSMUSG00000020905,0.1
ENSMUSG00000070425,0.1
ENSMUSG00000053626,0.1
ENSMUSG00000055471,0.1
ENSMUSG00000100551,0.1
ENSMUSG00000104368,0.1
ENSMUSG00000118107,0.1
ENSMUSG00000015484,0.1
ENSMUSG00000033590,0.1
ENSMUSG00000113238,0.1
ENSMUSG00000107081,0.1
ENSMUSG00000093916,0.1
ENSMUSG00000111558,0.1
ENSMUSG00000064063,0.1
ENSMUSG00000102777,0.1
ENSMUSG00000070327,0.1
ENSMUSG00000036402,0.1
ENSMUSG00000079593,0.1
ENSMUSG00000081642,0.1
ENSMUSG00000032612,0.1
ENSMUSG00000078201,0.1
ENSMUSG00000099289,0.1
ENSMUSG00000113102,0.1
ENSMUSG00000087090,0.1
ENSMUSG00000081282,0.1
ENSMUSG00000068600,0.1
ENSMUSG00000054280,0.1
ENSMUSG00000039542,0.1
ENSMUSG00000090327,0.1
ENSMUSG00000070421,0.1
ENSMUSG00000113853,0.1
ENSMUSG00000028232,0.1
ENSMUSG00002075991,0.1
ENSMUSG00000085001,0.1
ENSMUSG00000103332,0.1
ENSMUSG00000105775,0.1
ENSMUSG00000038175,0.1
ENSMUSG00000087049,0.1
ENSMUSG00000074156,0.1
ENSMUSG00000034345,0.1
ENSMUSG00000112689,0.1
ENSMUSG00000083496,0.1
ENSMUSG00000088201,0.1
ENSMUSG00000028251,0.1
ENSMUSG00000100174,0.1
ENSMUSG00000090751,0.1
ENSMUSG00000085072,0.1
ENSMUSG00000018736,0.1
ENSMUSG00000036356,0.1
ENSMUSG00000091509,0.1
ENSMUSG00000032563,0.1
ENSMUSG00000017144,0.1
ENSMUSG00000044330,0.1
ENSMUSG00000031737,0.1
ENSMUSG00000028300,0.1
ENSMUSG00000059878,0.1
ENSMUSG00000027345,0.1
ENSMUSG00000039878,0.1
ENSMUSG00000112302,0.1
ENSMUSG00000022415,0.1
ENSMUSG00000112413,0.1
ENSMUSG00000039765,0.1
ENSMUSG00000002307,0.1
ENSMUSG00000102070,0.1
ENSMUSG00000110519,0.1
ENSMUSG00000065304,0.1
ENSMUSG00000108547,0.1
ENSMUSG00000115222,0.1
ENSMUSG00000093658,0.1
ENSMUSG00000114188,0.1
ENSMUSG00000112433,0.1
ENSMUSG00000092103,0.1
ENSMUSG00000082614,0.1
ENSMUSG00000062961,0.1
ENSMUSG00000094619,0.1
ENSMUSG00000028757,0.1
ENSMUSG00000117740,0.1
ENSMUSG00000045813,0.1
ENSMUSG00000081494,0.1
ENSMUSG00000021703,0.1
ENSMUSG00000114907,0.1
ENSMUSG00000110495,0.1
ENSMUSG00000118099,0.1
ENSMUSG00000035179,0.1
ENSMUSG00000053333,0.1
ENSMUSG00000111368,0.1
ENSMUSG00000047409,0.1
ENSMUSG00000024206,0.1
ENSMUSG00000070348,0.1
ENSMUSG00000083371,0.1
ENSMUSG00000106714,0.1
ENSMUSG00000102252,0.1
ENSMUSG00000068014,0.1
ENSMUSG00000029088,0.1
ENSMUSG00000113626,0.1
ENSMUSG00000007036,0.1
ENSMUSG00000086046,0.1
ENSMUSG00000029454,0.1
ENSMUSG00000119552,0.1
ENSMUSG00000097288,0.1
ENSMUSG00000022844,0.1
ENSMUSG00000100393,0.1
ENSMUSG00000085211,0.1
ENSMUSG00000064370,0.1
ENSMUSG00000039345,0.1
ENSMUSG00000106432,0.1
ENSMUSG00000041750,0.1
ENSMUSG00000066361,0.1
ENSMUSG00000110335,0.1
ENSMUSG00000096887,0.1
ENSMUSG00000006705,0.1
ENSMUSG00000097729,0.1
ENSMUSG00000098973,0.1
ENSMUSG00000046005,0.1
ENSMUSG00000030587,0.1
ENSMUSG00000090322,0.1
ENSMUSG00000089990,0.1
ENSMUSG00000060860,0.1
ENSMUSG00000103038,0.1
ENSMUSG00000116718,0.1
ENSMUSG00000113856,0.1
ENSMUSG00000015461,0.1
ENSMUSG00000035596,0.1
ENSMUSG00000085020,0.1
ENSMUSG00000003435,0.1
ENSMUSG00000104324,0.1
ENSMUSG00000007411,0.1
ENSMUSG00000044149,0.1
ENSMUSG00000113125,0.1
ENSMUSG00000026273,0.1
ENSMUSG00000094132,0.1
ENSMUSG00000098275,0.1
ENSMUSG00000024309,0.1
ENSMUSG00000107620,0.1
ENSMUSG00000082357,0.1
ENSMUSG00000029348,0.1
ENSMUSG00000086192,0.1
ENSMUSG00000117749,0.1
ENSMUSG00000110055,0.1
ENSMUSG00000105111,0.1
ENSMUSG00000014503,0.1
ENSMUSG00000105482,0.1
ENSMUSG00000105535,0.1
ENSMUSG00000116627,0.1
ENSMUSG00000108888,0.1
ENSMUSG00000095937,0.1
ENSMUSG00000117739,0.1
ENSMUSG00000055110,0.1
ENSMUSG00000080283,0.1
ENSMUSG00000063145,0.1
ENSMUSG00000027215,0.1
ENSMUSG00000021038,0.1
ENSMUSG00000029377,0.1
ENSMUSG00000054450,0.1
ENSMUSG00000085433,0.1
ENSMUSG00000032423,0.1
ENSMUSG00000045381,0.1
ENSMUSG00000030990,0.1
ENSMUSG00000107853,0.1
ENSMUSG00000097032,0.1
ENSMUSG00000104264,0.1
ENSMUSG00000085638,0.1
ENSMUSG00000080893,0.1
ENSMUSG00000040506,0.1
ENSMUSG00002076925,0.1
ENSMUSG00000112789,0.1
ENSMUSG00000024340,0.1
ENSMUSG00000082194,0.1
ENSMUSG00000031727,0.1
ENSMUSG00000108206,0.1
ENSMUSG00000100666,0.1
ENSMUSG00000060371,0.1
ENSMUSG00000021877,0.1
ENSMUSG00000088857,0.1
ENSMUSG00000103693,0.1
ENSMUSG00000005483,0.1
ENSMUSG00000117651,0.1
ENSMUSG00000107402,0.1
ENSMUSG00000025747,0.1
ENSMUSG00000107990,0.1
ENSMUSG00000103325,0.1
ENSMUSG00000106142,0.1
ENSMUSG00000106382,0.1
ENSMUSG00000029049,0.1
ENSMUSG00000029528,0.1
ENSMUSG00000047307,0.1
ENSMUSG00000081242,0.1
ENSMUSG00000085663,0.1
ENSMUSG00000116639,0.1
ENSMUSG00000026031,0.1
ENSMUSG00000118134,0.1
ENSMUSG00000082658,0.1
ENSMUSG00000016946,0.1
ENSMUSG00000083926,0.1
ENSMUSG00000026582,0.1
ENSMUSG00000030847,0.1
ENSMUSG00000112326,0.1
ENSMUSG00000078931,0.1
ENSMUSG00000071359,0.1
ENSMUSG00000083624,0.1
ENSMUSG00000049281,0.1
ENSMUSG00000040705,0.1
ENSMUSG00000036744,0.1
ENSMUSG00000081052,0.1
ENSMUSG00000109297,0.1
ENSMUSG00000038518,0.1
ENSMUSG00000087353,0.1
ENSMUSG00000049323,0.1
ENSMUSG00000034118,0.1
ENSMUSG00000032115,0.1
ENSMUSG00000096175,0.1
ENSMUSG00000026023,0.1
ENSMUSG00000037788,0.1
ENSMUSG00000099811,0.1
ENSMUSG00000095512,0.1
ENSMUSG00000032002,0.1
ENSMUSG00000115618,0.1
ENSMUSG00000025078,0.1
ENSMUSG00000116314,0.1
ENSMUSG00000118004,0.1
ENSMUSG00000057654,0.1
ENSMUSG00000040978,0.1
ENSMUSG00000048004,0.1
ENSMUSG00000098270,0.1
ENSMUSG00000091552,0.1
ENSMUSG00000050623,0.1
ENSMUSG00000022255,0.1
ENSMUSG00000066513,0.1
ENSMUSG00000108546,0.1
ENSMUSG00000030956,0.1
ENSMUSG00000113075,0.1
ENSMUSG00000088106,0.1
ENSMUSG00000091223,0.1
ENSMUSG00000062712,0.1
ENSMUSG00000060314,0.1
ENSMUSG00000102703,0.1
ENSMUSG00000034832,0.1
ENSMUSG00000022228,0.1
ENSMUSG00000108681,0.1
ENSMUSG00000044626,0.1
ENSMUSG00000048546,0.1
ENSMUSG00000004929,0.1
ENSMUSG00000072952,0.1
ENSMUSG00000040430,0.1
ENSMUSG00000030474,0.1
ENSMUSG00000029151,0.1
ENSMUSG00000112512,0.1
ENSMUSG00000098156,0.1
ENSMUSG00000037075,0.1
ENSMUSG00000090194,0.1
ENSMUSG00000096486,0.1
ENSMUSG00000102719,0.1
ENSMUSG00000020893,0.1
ENSMUSG00000083172,0.1
ENSMUSG00000029811,0.1
ENSMUSG00000020607,0.1
ENSMUSG00000066620,0.1
ENSMUSG00000104362,0.1
ENSMUSG00000019818,0.1
ENSMUSG00000106757,0.1
ENSMUSG00000097101,0.1
ENSMUSG00000085972,0.1
ENSMUSG00000090641,0.1
ENSMUSG00000103735,0.1
ENSMUSG00000111312,0.1
ENSMUSG00000073775,0.1
ENSMUSG00000085833,0.1
ENSMUSG00000044501,0.1
ENSMUSG00000092734,0.1
ENSMUSG00000112997,0.1
ENSMUSG00000114362,0.1
ENSMUSG00000092029,0.1
ENSMUSG00000028965,0.1
ENSMUSG00000051323,0.1
ENSMUSG00000099741,0.1
ENSMUSG00000091613,0.1
ENSMUSG00000072647,0.1
ENSMUSG00000034587,0.1
ENSMUSG00000022441,0.1
ENSMUSG00000091577,0.1
ENSMUSG00000079722,0.1
ENSMUSG00000047528,0.1
ENSMUSG00000095134,0.1
ENSMUSG00000021090,0.1
ENSMUSG00000026424,0.1
ENSMUSG00000024914,0.1
ENSMUSG00000022865,0.1
ENSMUSG00000034602,0.1
ENSMUSG00000070407,0.1
ENSMUSG00000090024,0.1
ENSMUSG00000086527,0.1
ENSMUSG00000118439,0.1
ENSMUSG00000002129,0.1
ENSMUSG00000081537,0.1
ENSMUSG00000091587,0.1
ENSMUSG00000027429,0.1
ENSMUSG00000091269,0.1
ENSMUSG00000026753,0.1
ENSMUSG00000110144,0.1
ENSMUSG00000029062,0.1
ENSMUSG00000086648,0.1
ENSMUSG00000019039,0.1
ENSMUSG00000024658,0.1
ENSMUSG00000088008,0.1
ENSMUSG00000031142,0.1
ENSMUSG00000010841,0.1
ENSMUSG00000087657,0.1
ENSMUSG00000035560,0.1
ENSMUSG00000108640,0.1
ENSMUSG00000107709,0.1
ENSMUSG00000085847,0.1
ENSMUSG00000000402,0.1
ENSMUSG00000028397,0.1
ENSMUSG00000033707,0.1
ENSMUSG00000118625,0.1
ENSMUSG00000042793,0.1
ENSMUSG00000076924,0.1
ENSMUSG00000028156,0.1
ENSMUSG00000037966,0.1
ENSMUSG00000085501,0.1
ENSMUSG00000109940,0.1
ENSMUSG00000068574,0.1
ENSMUSG00000118318,0.1
ENSMUSG00000083410,0.1
ENSMUSG00000039198,0.1
ENSMUSG00000047649,0.1
ENSMUSG00000036941,0.1
ENSMUSG00000105860,0.1
ENSMUSG00000085235,0.1
ENSMUSG00000100335,0.1
ENSMUSG00000049241,0.1
ENSMUSG00000073434,0.1
ENSMUSG00000070847,0.1
ENSMUSG00000109186,0.1
ENSMUSG00000025145,0.1
ENSMUSG00000028975,0.1
ENSMUSG00000045148,0.1
ENSMUSG00000109109,0.1
ENSMUSG00000028001,0.1
ENSMUSG00000099320,0.1
ENSMUSG00000024424,0.1
ENSMUSG00000101111,0.1
ENSMUSG00000055368,0.1
ENSMUSG00000024451,0.1
ENSMUSG00000118220,0.1
ENSMUSG00000046441,0.1
ENSMUSG00000045876,0.1
ENSMUSG00000058594,0.1
ENSMUSG00000031021,0.1
ENSMUSG00000102030,0.1
ENSMUSG00002075380,0.1
ENSMUSG00000104331,0.1
ENSMUSG00000089875,0.1
ENSMUSG00000111325,0.1
ENSMUSG00000087054,0.1
ENSMUSG00000110486,0.1
ENSMUSG00000082054,0.1
ENSMUSG00000101211,0.1
ENSMUSG00000113796,0.1
ENSMUSG00000102380,0.1
ENSMUSG00000027488,0.1
ENSMUSG00000074472,0.1
ENSMUSG00000045314,0.1
ENSMUSG00000035202,0.1
ENSMUSG00000037373,0.1
ENSMUSG00000040003,0.1
ENSMUSG00002075903,0.1
ENSMUSG00000053263,0.1
ENSMUSG00000069206,0.1
ENSMUSG00000107549,0.1
ENSMUSG00000103621,0.1
ENSMUSG00000026575,0.1
ENSMUSG00000027525,0.1
ENSMUSG00000085740,0.1
ENSMUSG00000088402,0.1
ENSMUSG00000108059,0.1
ENSMUSG00000021643,0.1
ENSMUSG00000106944,0.1
ENSMUSG00000102714,0.1
ENSMUSG00000086368,0.1
ENSMUSG00000040483,0.1
ENSMUSG00000090026,0.1
ENSMUSG00000104399,0.1
ENSMUSG00000088273,0.1
ENSMUSG00000024878,0.1
ENSMUSG00000083489,0.1
ENSMUSG00000097895,0.1
ENSMUSG00000103355,0.1
ENSMUSG00000086290,0.1
ENSMUSG00000114719,0.1
ENSMUSG00000066389,0.1
ENSMUSG00000039632,0.1
ENSMUSG00000037157,0.1
ENSMUSG00000023828,0.1
ENSMUSG00000104555,0.1
ENSMUSG00000027901,0.1
ENSMUSG00000095076,0.1
ENSMUSG00000081002,0.1
ENSMUSG00000049740,0.1
ENSMUSG00000101615,0.1
ENSMUSG00000026566,0.1
ENSMUSG00000103440,0.1
ENSMUSG00000104642,0.1
ENSMUSG00000109501,0.1
ENSMUSG00000046567,0.1
ENSMUSG00000059352,0.1
ENSMUSG00000021615,0.1
ENSMUSG00000109118,0.1
ENSMUSG00000081720,0.1
ENSMUSG00000087632,0.1
ENSMUSG00000107956,0.1
ENSMUSG00000047889,0.1
ENSMUSG00000070923,0.1
ENSMUSG00000098198,0.1
ENSMUSG00000114439,0.1
ENSMUSG00000094950,0.1
ENSMUSG00000105719,0.1
ENSMUSG00000113123,0.1
ENSMUSG00000083049,0.1
ENSMUSG00000101784,0.1
ENSMUSG00000056043,0.1
ENSMUSG00000039037,0.1
ENSMUSG00000092134,0.1
ENSMUSG00000055485,0.1
ENSMUSG00000056144,0.1
ENSMUSG00000078234,0.1
ENSMUSG00000115231,0.1
ENSMUSG00000045100,0.1
ENSMUSG00002075858,0.1
ENSMUSG00000028278,0.1
ENSMUSG00000086256,0.1
ENSMUSG00002076311,0.1
ENSMUSG00000097476,0.1
ENSMUSG00000105607,0.1
ENSMUSG00000035576,0.1
ENSMUSG00000104514,0.1
ENSMUSG00000093739,0.1
ENSMUSG00000060216,0.1
ENSMUSG00000096740,0.1
ENSMUSG00000104569,0.1
ENSMUSG00000063765,0.1
ENSMUSG00000088516,0.1
ENSMUSG00000106825,0.1
ENSMUSG00000044734,0.1
ENSMUSG00000053293,0.1
ENSMUSG00000117314,0.1
ENSMUSG00000110652,0.1
ENSMUSG00000040969,0.1
ENSMUSG00000075420,0.1
ENSMUSG00000116594,0.1
ENSMUSG00000025759,0.1
ENSMUSG00000068324,0.1
ENSMUSG00000102617,0.1
ENSMUSG00000081342,0.1
ENSMUSG00000086216,0.1
ENSMUSG00000001054,0.1
ENSMUSG00000080783,0.1
ENSMUSG00000113280,0.1
ENSMUSG00000025870,0.1
ENSMUSG00002076185,0.1
ENSMUSG00000083794,0.1
ENSMUSG00000115767,0.1
ENSMUSG00000024957,0.1
ENSMUSG00000027364,0.1
ENSMUSG00000029634,0.1
ENSMUSG00000087523,0.1
ENSMUSG00000105425,0.1
ENSMUSG00000028567,0.1
ENSMUSG00000058622,0.1
ENSMUSG00000085678,0.1
ENSMUSG00000117154,0.1
ENSMUSG00000003031,0.1
ENSMUSG00000051817,0.1
ENSMUSG00000002015,0.1
ENSMUSG00000086165,0.1
ENSMUSG00000082095,0.1
ENSMUSG00000115301,0.1
ENSMUSG00000114826,0.1
ENSMUSG00000041141,0.1
ENSMUSG00000116950,0.1
ENSMUSG00000004894,0.1
ENSMUSG00000025020,0.1
ENSMUSG00002076802,0.1
ENSMUSG00000114310,0.1
ENSMUSG00000109961,0.1
ENSMUSG00000105143,0.1
ENSMUSG00000006464,0.1
ENSMUSG00000021189,0.1
ENSMUSG00000117579,0.1
ENSMUSG00000053889,0.1
ENSMUSG00000111940,0.1
ENSMUSG00000037902,0.1
ENSMUSG00000103206,0.1
ENSMUSG00000112331,0.1
ENSMUSG00000022787,0.1
ENSMUSG00000033009,0.1
ENSMUSG00000101162,0.1
ENSMUSG00000028809,0.1
ENSMUSG00000042369,0.1
ENSMUSG00000087270,0.1
ENSMUSG00000103572,0.1
ENSMUSG00000044408,0.1
ENSMUSG00000028759,0.1
ENSMUSG00000110585,0.1
ENSMUSG00000057322,0.1
ENSMUSG00000020177,0.1
ENSMUSG00000111919,0.1
ENSMUSG00000108024,0.1
ENSMUSG00000041781,0.1
ENSMUSG00000038235,0.1
ENSMUSG00000098013,0.1
ENSMUSG00000083760,0.1
ENSMUSG00000078532,0.1
ENSMUSG00000102448,0.1
ENSMUSG00000079084,0.1
ENSMUSG00000031749,0.1
ENSMUSG00000086493,0.1
ENSMUSG00000105579,0.1
ENSMUSG00000097730,0.1
ENSMUSG00000109314,0.1
ENSMUSG00000108959,0.1
ENSMUSG00000058407,0.1
ENSMUSG00000056300,0.1
ENSMUSG00000050188,0.1
ENSMUSG00000047854,0.1
ENSMUSG00000108320,0.1
ENSMUSG00000095690,0.1
ENSMUSG00000047108,0.1
ENSMUSG00000113052,0.1
ENSMUSG00000032523,0.1
ENSMUSG00000044145,0.1
ENSMUSG00000038539,0.1
ENSMUSG00000067365,0.1
ENSMUSG00000025038,0.1
ENSMUSG00000065686,0.1
ENSMUSG00000086022,0.1
ENSMUSG00000036282,0.1
ENSMUSG00000010538,0.1
ENSMUSG00000118247,0.1
ENSMUSG00000063935,0.1
ENSMUSG00000002797,0.1
ENSMUSG00000083458,0.1
ENSMUSG00000106497,0.1
ENSMUSG00000107567,0.1
ENSMUSG00000112379,0.1
ENSMUSG00000105686,0.1
ENSMUSG00000038497,0.1
ENSMUSG00000096746,0.1
ENSMUSG00000020246,0.1
ENSMUSG00000021540,0.1
ENSMUSG00000091780,0.1
ENSMUSG00000114051,0.1
ENSMUSG00000052428,0.1
ENSMUSG00000040687,0.1
ENSMUSG00000000394,0.1
ENSMUSG00000111594,0.1
ENSMUSG00000099510,0.1
ENSMUSG00000084060,0.1
ENSMUSG00000112555,0.1
ENSMUSG00000028378,0.1
ENSMUSG00000078444,0.1
ENSMUSG00000118070,0.1
ENSMUSG00000039841,0.1
ENSMUSG00000104342,0.1
ENSMUSG00000029063,0.1
ENSMUSG00000021208,0.1
ENSMUSG00000073725,0.1
ENSMUSG00000104799,0.1
ENSMUSG00000106258,0.1
ENSMUSG00000102196,0.1
ENSMUSG00000093898,0.1
ENSMUSG00000086600,0.1
ENSMUSG00000115120,0.1
ENSMUSG00000024247,0.1
ENSMUSG00000020955,0.1
ENSMUSG00000105519,0.1
ENSMUSG00000104283,0.1
ENSMUSG00000070003,0.1
ENSMUSG00000020132,0.1
ENSMUSG00000032826,0.1
ENSMUSG00000048029,0.1
ENSMUSG00000073154,0.1
ENSMUSG00000061607,0.1
ENSMUSG00000055717,0.1
ENSMUSG00000117891,0.1
ENSMUSG00000105166,0.1
ENSMUSG00000037720,0.1
ENSMUSG00000113302,0.1
ENSMUSG00000074277,0.1
ENSMUSG00000043895,0.1
ENSMUSG00000110761,0.1
ENSMUSG00000100201,0.1
ENSMUSG00000022108,0.1
ENSMUSG00000084769,0.1
ENSMUSG00000114068,0.1
ENSMUSG00000108444,0.1
ENSMUSG00000110051,0.1
ENSMUSG00000071532,0.1
ENSMUSG00000024687,0.1
ENSMUSG00000109119,0.1
ENSMUSG00000066687,0.1
ENSMUSG00000058900,0.1
ENSMUSG00000019579,0.1
ENSMUSG00000085890,0.1
ENSMUSG00000099063,0.1
ENSMUSG00000039133,0.1
ENSMUSG00000070527,0.1
ENSMUSG00000087549,0.1
ENSMUSG00000117588,0.1
ENSMUSG00000087616,0.1
ENSMUSG00000024817,0.1
ENSMUSG00000082374,0.1
ENSMUSG00000092905,0.1
ENSMUSG00000117131,0.1
ENSMUSG00000065464,0.1
ENSMUSG00000113434,0.1
ENSMUSG00000062604,0.1
ENSMUSG00000030125,0.1
ENSMUSG00000112823,0.1
ENSMUSG00000043461,0.1
ENSMUSG00000110740,0.1
ENSMUSG00000078486,0.1
ENSMUSG00000039745,0.1
ENSMUSG00000100204,0.1
ENSMUSG00000097979,0.1
ENSMUSG00000044726,0.1
ENSMUSG00000008129,0.1
ENSMUSG00000027876,0.1
ENSMUSG00000054191,0.1
ENSMUSG00000027472,0.1
ENSMUSG00000096042,0.1
ENSMUSG00000106188,0.1
ENSMUSG00000023387,0.1
ENSMUSG00000079509,0.1
ENSMUSG00000114041,0.1
ENSMUSG00000043298,0.1
ENSMUSG00000118310,0.1
ENSMUSG00000118506,0.1
ENSMUSG00000081550,0.1
ENSMUSG00000032735,0.1
ENSMUSG00000095110,0.1
ENSMUSG00000053684,0.1
ENSMUSG00000049173,0.1
ENSMUSG00000074771,0.1
ENSMUSG00000097832,0.1
ENSMUSG00000000303,0.1
ENSMUSG00000097750,0.1
ENSMUSG00000094468,0.1
ENSMUSG00000096982,0.1
ENSMUSG00000116499,0.1
ENSMUSG00000112068,0.1
ENSMUSG00000114743,0.1
ENSMUSG00000037408,0.1
ENSMUSG00000109305,0.1
ENSMUSG00000083554,0.1
ENSMUSG00000118578,0.1
ENSMUSG00000037548,0.1
ENSMUSG00000025102,0.1
ENSMUSG00000086358,0.1
ENSMUSG00000108248,0.1
ENSMUSG00000108367,0.1
ENSMUSG00000081650,0.1
ENSMUSG00000103324,0.1
ENSMUSG00000090785,0.1
ENSMUSG00000118012,0.1
ENSMUSG00000052997,0.1
ENSMUSG00000095812,0.1
ENSMUSG00000102644,0.1
ENSMUSG00000036968,0.1
ENSMUSG00000020484,0.1
ENSMUSG00000110958,0.1
ENSMUSG00000096519,0.1
ENSMUSG00000017801,0.1
ENSMUSG00000115381,0.1
ENSMUSG00000038773,0.1
ENSMUSG00000105204,0.1
ENSMUSG00000039117,0.1
ENSMUSG00000027340,0.1
ENSMUSG00002076579,0.1
ENSMUSG00000059089,0.1
ENSMUSG00000083518,0.1
ENSMUSG00000084992,0.1
ENSMUSG00000117171,0.1
ENSMUSG00000040752,0.1
ENSMUSG00000097761,0.1
ENSMUSG00000074867,0.1
ENSMUSG00000111421,0.1
ENSMUSG00002075346,0.1
ENSMUSG00000070687,0.1
ENSMUSG00000036825,0.1
ENSMUSG00000032604,0.1
ENSMUSG00000018740,0.1
ENSMUSG00000081648,0.1
ENSMUSG00000096844,0.1
ENSMUSG00000046593,0.1
ENSMUSG00000087168,0.1
ENSMUSG00000087383,0.1
ENSMUSG00000047441,0.1
ENSMUSG00000042042,0.1
ENSMUSG00000030219,0.1
ENSMUSG00000030353,0.1
ENSMUSG00002074958,0.1
ENSMUSG00000054414,0.1
ENSMUSG00000038279,0.1
ENSMUSG00000107821,0.1
ENSMUSG00000116590,0.1
ENSMUSG00000106829,0.1
ENSMUSG00000097262,0.1
ENSMUSG00000075592,0.1
ENSMUSG00000059363,0.1
ENSMUSG00000005103,0.1
ENSMUSG00000108216,0.1
ENSMUSG00000112183,0.1
ENSMUSG00000113126,0.1
ENSMUSG00000055681,0.1
ENSMUSG00000117484,0.1
ENSMUSG00000105832,0.1
ENSMUSG00000081319,0.1
ENSMUSG00000095202,0.1
ENSMUSG00000116396,0.1
ENSMUSG00000082596,0.1
ENSMUSG00000116145,0.1
ENSMUSG00000021111,0.1
ENSMUSG00000116090,0.1
ENSMUSG00000097835,0.1
ENSMUSG00000024587,0.1
ENSMUSG00000100954,0.1
ENSMUSG00000020440,0.1
ENSMUSG00000111806,0.1
ENSMUSG00000031910,0.1
ENSMUSG00000001674,0.1
ENSMUSG00000033623,0.1
ENSMUSG00000019863,0.1
ENSMUSG00000106054,0.1
ENSMUSG00000026864,0.1
ENSMUSG00000106334,0.1
ENSMUSG00000106498,0.1
ENSMUSG00000095040,0.1
ENSMUSG00000082304,0.1
ENSMUSG00000026820,0.1
ENSMUSG00000090873,0.1
ENSMUSG00000029608,0.1
ENSMUSG00000087502,0.1
ENSMUSG00000055978,0.1
ENSMUSG00000104745,0.1
ENSMUSG00000077258,0.1
ENSMUSG00000062818,0.1
ENSMUSG00000094562,0.1
ENSMUSG00000052819,0.1
ENSMUSG00000030683,0.1
ENSMUSG00000103313,0.1
ENSMUSG00000087390,0.1
ENSMUSG00000049811,0.1
ENSMUSG00002075566,0.1
ENSMUSG00000096953,0.1
ENSMUSG00000108960,0.1
ENSMUSG00000066042,0.1
ENSMUSG00000115338,0.1
ENSMUSG00000026064,0.1
ENSMUSG00000087782,0.1
ENSMUSG00000034998,0.1
ENSMUSG00000116238,0.1
ENSMUSG00000107386,0.1
ENSMUSG00000076761,0.1
ENSMUSG00000064289,0.1
ENSMUSG00000022805,0.1
ENSMUSG00000113136,0.1
ENSMUSG00000103590,0.1
ENSMUSG00000025724,0.1
ENSMUSG00000104080,0.1
ENSMUSG00000110388,0.1
ENSMUSG00000087436,0.1
ENSMUSG00000081165,0.1
ENSMUSG00000037376,0.1
ENSMUSG00000007080,0.1
ENSMUSG00000104453,0.1
ENSMUSG00000096521,0.1
ENSMUSG00000044950,0.1
ENSMUSG00000025949,0.1
ENSMUSG00000021133,0.1
ENSMUSG00000029804,0.1
ENSMUSG00000107205,0.1
ENSMUSG00000070643,0.1
ENSMUSG00000028475,0.1
ENSMUSG00000086876,0.1
ENSMUSG00000090095,0.1
ENSMUSG00000118487,0.1
ENSMUSG00000088490,0.1
ENSMUSG00000107950,0.1
ENSMUSG00000024770,0.1
ENSMUSG00000094584,0.1
ENSMUSG00000054455,0.1
ENSMUSG00000089847,0.1
ENSMUSG00000022159,0.1
ENSMUSG00000030054,0.1
ENSMUSG00000026042,0.1
ENSMUSG00000114135,0.1
ENSMUSG00000116368,0.1
ENSMUSG00000037270,0.1
ENSMUSG00000066724,0.1
ENSMUSG00000097333,0.1
ENSMUSG00000092247,0.1
ENSMUSG00000054099,0.1
ENSMUSG00000055963,0.1
ENSMUSG00000027475,0.1
ENSMUSG00000029152,0.1
ENSMUSG00000106915,0.1
ENSMUSG00000087011,0.1
ENSMUSG00000107491,0.1
ENSMUSG00000026926,0.1
ENSMUSG00000040112,0.1
ENSMUSG00000006389,0.1
ENSMUSG00002075747,0.1
ENSMUSG00000062694,0.1
ENSMUSG00000092340,0.1
ENSMUSG00000118211,0.1
ENSMUSG00000114098,0.1
ENSMUSG00000092130,0.1
ENSMUSG00000110841,0.1
ENSMUSG00000109480,0.1
ENSMUSG00000024487,0.1
ENSMUSG00000091149,0.1
ENSMUSG00000093624,0.1
ENSMUSG00000112960,0.1
ENSMUSG00000086181,0.1
ENSMUSG00000101188,0.1
ENSMUSG00000114388,0.1
ENSMUSG00000036281,0.1
ENSMUSG00000103775,0.1
ENSMUSG00000064742,0.1
ENSMUSG00000086414,0.1
ENSMUSG00002075254,0.1
ENSMUSG00000109865,0.1
