genes,weights
ENSMUSG00000113315,0.1
ENSMUSG00000074274,0.1
ENSMUSG00000114398,0.1
ENSMUSG00000091983,0.1
ENSMUSG00000108849,0.1
ENSMUSG00000030544,0.1
ENSMUSG00000102915,0.1
ENSMUSG00000020650,0.1
ENSMUSG00000087370,0.1
ENSMUSG00000104795,0.1
ENSMUSG00000056692,0.1
ENSMUSG00000082395,0.1
ENSMUSG00000087269,0.1
ENSMUSG00000086767,0.1
ENSMUSG00000103539,0.1
ENSMUSG00000032572,0.1
ENSMUSG00000084910,0.1
ENSMUSG00002076809,0.1
ENSMUSG00000085457,0.1
ENSMUSG00000083910,0.1
ENSMUSG00000051978,0.1
ENSMUSG00000073590,0.1
ENSMUSG00000082888,0.1
ENSMUSG00000076863,0.1
ENSMUSG00000110318,0.1
ENSMUSG00000029502,0.1
ENSMUSG00000111880,0.1
ENSMUSG00000114220,0.1
ENSMUSG00000032458,0.1
ENSMUSG00000086716,0.1
ENSMUSG00000117818,0.1
ENSMUSG00000110373,0.1
ENSMUSG00000013158,0.1
ENSMUSG00000114018,0.1
ENSMUSG00000108825,0.1
ENSMUSG00000021903,0.1
ENSMUSG00000113079,0.1
ENSMUSG00000115127,0.1
ENSMUSG00000020419,0.1
ENSMUSG00002076951,0.1
ENSMUSG00000083171,0.1
ENSMUSG00000096981,0.1
ENSMUSG00000064339,0.1
ENSMUSG00000118273,0.1
ENSMUSG00000110164,0.1
ENSMUSG00000021396,0.1
ENSMUSG00000105441,0.1
ENSMUSG00000105144,0.1
ENSMUSG00000021611,0.1
ENSMUSG00000026976,0.1
ENSMUSG00000110631,0.1
ENSMUSG00000106709,0.1
ENSMUSG00000113927,0.1
ENSMUSG00000115118,0.1
ENSMUSG00000070111,0.1
ENSMUSG00000099794,0.1
ENSMUSG00000019817,0.1
ENSMUSG00000064778,0.1
ENSMUSG00000098766,0.1
ENSMUSG00000050978,0.1
ENSMUSG00000023978,0.1
ENSMUSG00000021996,0.1
ENSMUSG00000081191,0.1
ENSMUSG00000105861,0.1
ENSMUSG00000078161,0.1
ENSMUSG00000118504,0.1
ENSMUSG00000098945,0.1
ENSMUSG00000043618,0.1
ENSMUSG00000037643,0.1
ENSMUSG00000081473,0.1
ENSMUSG00000117504,0.1
ENSMUSG00002074914,0.1
ENSMUSG00000086453,0.1
ENSMUSG00000080773,0.1
ENSMUSG00000083826,0.1
ENSMUSG00000001098,0.1
ENSMUSG00000054752,0.1
ENSMUSG00000111973,0.1
ENSMUSG00000113557,0.1
ENSMUSG00000061306,0.1
ENSMUSG00000026109,0.1
ENSMUSG00000112140,0.1
ENSMUSG00000024145,0.1
ENSMUSG00000085629,0.1
ENSMUSG00000029875,0.1
ENSMUSG00000099196,0.1
ENSMUSG00000091898,0.1
ENSMUSG00000044730,0.1
ENSMUSG00000081128,0.1
ENSMUSG00000110537,0.1
ENSMUSG00000070564,0.1
ENSMUSG00000030663,0.1
ENSMUSG00000096294,0.1
ENSMUSG00000108034,0.1
ENSMUSG00000038665,0.1
ENSMUSG00000078606,0.1
ENSMUSG00000020696,0.1
ENSMUSG00000108551,0.1
ENSMUSG00000082718,0.1
ENSMUSG00000064308,0.1
ENSMUSG00000068480,0.1
ENSMUSG00000029029,0.1
ENSMUSG00000105011,0.1
ENSMUSG00000113196,0.1
ENSMUSG00000086799,0.1
ENSMUSG00000029314,0.1
ENSMUSG00000020441,0.1
ENSMUSG00000081025,0.1
ENSMUSG00000068856,0.1
ENSMUSG00000079386,0.1
ENSMUSG00000023232,0.1
ENSMUSG00000036834,0.1
ENSMUSG00000024534,0.1
ENSMUSG00000048078,0.1
ENSMUSG00000097326,0.1
ENSMUSG00000107102,0.1
ENSMUSG00000086909,0.1
ENSMUSG00000108796,0.1
ENSMUSG00000017057,0.1
ENSMUSG00000030606,0.1
ENSMUSG00000097882,0.1
ENSMUSG00000065429,0.1
ENSMUSG00000020251,0.1
ENSMUSG00000108899,0.1
ENSMUSG00000083736,0.1
ENSMUSG00000081559,0.1
ENSMUSG00000024091,0.1
ENSMUSG00000104867,0.1
ENSMUSG00000022561,0.1
ENSMUSG00000057697,0.1
ENSMUSG00000029587,0.1
ENSMUSG00000054013,0.1
ENSMUSG00000093859,0.1
ENSMUSG00000098039,0.1
ENSMUSG00000039234,0.1
ENSMUSG00000035151,0.1
ENSMUSG00000051451,0.1
ENSMUSG00000116530,0.1
ENSMUSG00000098022,0.1
ENSMUSG00000117444,0.1
ENSMUSG00000036099,0.1
ENSMUSG00000002504,0.1
ENSMUSG00000051051,0.1
ENSMUSG00000024184,0.1
ENSMUSG00000052419,0.1
ENSMUSG00000026874,0.1
ENSMUSG00000106406,0.1
ENSMUSG00000072772,0.1
ENSMUSG00000106636,0.1
ENSMUSG00000076474,0.1
ENSMUSG00000058586,0.1
ENSMUSG00000030341,0.1
ENSMUSG00000116041,0.1
ENSMUSG00000025049,0.1
ENSMUSG00000065440,0.1
ENSMUSG00000091712,0.1
ENSMUSG00000110282,0.1
ENSMUSG00000109422,0.1
ENSMUSG00000104340,0.1
ENSMUSG00000037857,0.1
ENSMUSG00000052336,0.1
ENSMUSG00000002227,0.1
ENSMUSG00000031789,0.1
ENSMUSG00000100616,0.1
ENSMUSG00000109016,0.1
ENSMUSG00000097397,0.1
ENSMUSG00000112881,0.1
ENSMUSG00000045102,0.1
ENSMUSG00000093120,0.1
ENSMUSG00000024594,0.1
ENSMUSG00000106261,0.1
ENSMUSG00000032463,0.1
ENSMUSG00000116439,0.1
ENSMUSG00000083070,0.1
ENSMUSG00000028233,0.1
ENSMUSG00000021831,0.1
ENSMUSG00000020888,0.1
ENSMUSG00000100078,0.1
ENSMUSG00000115221,0.1
ENSMUSG00000098325,0.1
ENSMUSG00000082507,0.1
ENSMUSG00000033966,0.1
ENSMUSG00000089695,0.1
ENSMUSG00000109326,0.1
ENSMUSG00000101130,0.1
ENSMUSG00000036632,0.1
ENSMUSG00000033187,0.1
ENSMUSG00000089054,0.1
ENSMUSG00000105466,0.1
ENSMUSG00000098106,0.1
ENSMUSG00000068037,0.1
ENSMUSG00000078504,0.1
ENSMUSG00000083100,0.1
ENSMUSG00000085151,0.1
ENSMUSG00000109321,0.1
ENSMUSG00000064682,0.1
ENSMUSG00000102609,0.1
ENSMUSG00000000538,0.1
ENSMUSG00000075502,0.1
ENSMUSG00000039728,0.1
ENSMUSG00000030351,0.1
ENSMUSG00000091661,0.1
ENSMUSG00000076216,0.1
ENSMUSG00000026567,0.1
ENSMUSG00000031786,0.1
ENSMUSG00000045948,0.1
ENSMUSG00000020680,0.1
ENSMUSG00000096736,0.1
ENSMUSG00000069430,0.1
ENSMUSG00000101122,0.1
ENSMUSG00000093671,0.1
ENSMUSG00000006586,0.1
ENSMUSG00000034382,0.1
ENSMUSG00000060268,0.1
ENSMUSG00000083470,0.1
ENSMUSG00000046387,0.1
ENSMUSG00000021287,0.1
ENSMUSG00000085721,0.1
ENSMUSG00000027860,0.1
ENSMUSG00000063626,0.1
ENSMUSG00000081353,0.1
ENSMUSG00000102666,0.1
ENSMUSG00000082039,0.1
ENSMUSG00000115938,0.1
ENSMUSG00000071172,0.1
ENSMUSG00000074829,0.1
ENSMUSG00000065513,0.1
ENSMUSG00000014498,0.1
ENSMUSG00000090549,0.1
ENSMUSG00000098108,0.1
ENSMUSG00000054909,0.1
ENSMUSG00000051723,0.1
ENSMUSG00000020949,0.1
ENSMUSG00000109852,0.1
ENSMUSG00000108940,0.1
ENSMUSG00000033953,0.1
ENSMUSG00000022570,0.1
ENSMUSG00000052302,0.1
ENSMUSG00000015342,0.1
ENSMUSG00000025626,0.1
ENSMUSG00000080180,0.1
ENSMUSG00000094439,0.1
ENSMUSG00000022102,0.1
ENSMUSG00000114305,0.1
ENSMUSG00000049134,0.1
ENSMUSG00000105892,0.1
ENSMUSG00000098294,0.1
ENSMUSG00000052763,0.1
ENSMUSG00000093906,0.1
ENSMUSG00000109127,0.1
ENSMUSG00000081054,0.1
ENSMUSG00000114962,0.1
ENSMUSG00000117688,0.1
ENSMUSG00000092383,0.1
ENSMUSG00000097617,0.1
ENSMUSG00000104489,0.1
ENSMUSG00000116388,0.1
ENSMUSG00000048996,0.1
ENSMUSG00000097387,0.1
ENSMUSG00002075787,0.1
ENSMUSG00000033439,0.1
ENSMUSG00000068959,0.1
ENSMUSG00000093904,0.1
ENSMUSG00000117992,0.1
ENSMUSG00000074679,0.1
ENSMUSG00000114557,0.1
ENSMUSG00000115205,0.1
ENSMUSG00000027555,0.1
ENSMUSG00000083325,0.1
ENSMUSG00000031229,0.1
ENSMUSG00000021700,0.1
ENSMUSG00000111957,0.1
ENSMUSG00000036856,0.1
ENSMUSG00000019210,0.1
ENSMUSG00000019943,0.1
ENSMUSG00000064372,0.1
ENSMUSG00002075501,0.1
ENSMUSG00000057378,0.1
ENSMUSG00000020482,0.1
ENSMUSG00000022894,0.1
ENSMUSG00000024472,0.1
ENSMUSG00000090330,0.1
ENSMUSG00000021385,0.1
ENSMUSG00000022223,0.1
ENSMUSG00000065259,0.1
ENSMUSG00000042212,0.1
ENSMUSG00002076060,0.1
ENSMUSG00002076904,0.1
ENSMUSG00000087399,0.1
ENSMUSG00000119589,0.1
ENSMUSG00000052144,0.1
ENSMUSG00000063383,0.1
ENSMUSG00000110568,0.1
ENSMUSG00000053334,0.1
ENSMUSG00000028673,0.1
ENSMUSG00000114662,0.1
ENSMUSG00000088054,0.1
ENSMUSG00000101605,0.1
ENSMUSG00000040901,0.1
ENSMUSG00000086719,0.1
ENSMUSG00000103585,0.1
ENSMUSG00000118017,0.1
ENSMUSG00000077649,0.1
ENSMUSG00000040813,0.1
ENSMUSG00000111845,0.1
ENSMUSG00000032875,0.1
ENSMUSG00000116782,0.1
ENSMUSG00000098346,0.1
ENSMUSG00000044065,0.1
ENSMUSG00000086322,0.1
ENSMUSG00000082361,0.1
ENSMUSG00000044072,0.1
ENSMUSG00000109157,0.1
ENSMUSG00000026220,0.1
ENSMUSG00000063065,0.1
ENSMUSG00000087660,0.1
ENSMUSG00000014867,0.1
ENSMUSG00000073374,0.1
ENSMUSG00000104145,0.1
ENSMUSG00000027166,0.1
ENSMUSG00000070127,0.1
ENSMUSG00000046974,0.1
ENSMUSG00000031661,0.1
ENSMUSG00000036815,0.1
ENSMUSG00000101895,0.1
ENSMUSG00000095079,0.1
ENSMUSG00000104671,0.1
ENSMUSG00000037885,0.1
ENSMUSG00000115686,0.1
ENSMUSG00000081748,0.1
ENSMUSG00000081866,0.1
ENSMUSG00000034681,0.1
ENSMUSG00000020990,0.1
ENSMUSG00000007950,0.1
ENSMUSG00000020181,0.1
ENSMUSG00000057715,0.1
ENSMUSG00000089512,0.1
ENSMUSG00000028651,0.1
ENSMUSG00000089687,0.1
ENSMUSG00000092230,0.1
ENSMUSG00000082532,0.1
ENSMUSG00000086306,0.1
ENSMUSG00000111639,0.1
ENSMUSG00000030303,0.1
ENSMUSG00000021986,0.05
