genes,weights
ENSMUSG00000085232,0.15
ENSMUSG00000110617,0.15
ENSMUSG00000104634,0.15
ENSMUSG00000107810,0.15
ENSMUSG00000024600,0.15
ENSMUSG00000067148,0.15
ENSMUSG00000108083,0.15
ENSMUSG00000117263,0.15
ENSMUSG00000104566,0.15
ENSMUSG00000089726,0.15
ENSMUSG00000107856,0.15
ENSMUSG00000091408,0.15
ENSMUSG00000103015,0.15
ENSMUSG00000100291,0.15
ENSMUSG00000104405,0.15
ENSMUSG00000070574,0.15
ENSMUSG00000112784,0.15
ENSMUSG00000080242,0.15
ENSMUSG00000067610,0.15
ENSMUSG00000090561,0.15
ENSMUSG00000108868,0.15
ENSMUSG00000086781,0.15
ENSMUSG00000086556,0.15
ENSMUSG00000020216,0.15
ENSMUSG00000072612,0.15
ENSMUSG00000072492,0.15
ENSMUSG00000065947,0.15
ENSMUSG00000082395,0.15
ENSMUSG00000020383,0.15
ENSMUSG00000102690,0.15
ENSMUSG00000030127,0.15
ENSMUSG00000081079,0.15
ENSMUSG00000022074,0.15
ENSMUSG00000015697,0.15
ENSMUSG00000047657,0.15
ENSMUSG00000026405,0.15
ENSMUSG00000115708,0.15
ENSMUSG00000032623,0.15
ENSMUSG00000098593,0.15
ENSMUSG00000087672,0.15
ENSMUSG00000081340,0.15
ENSMUSG00000082706,0.15
ENSMUSG00000094747,0.15
ENSMUSG00000071424,0.15
ENSMUSG00000108624,0.15
ENSMUSG00000093690,0.15
ENSMUSG00000107634,0.15
ENSMUSG00000098786,0.15
ENSMUSG00000024032,0.15
ENSMUSG00000075602,0.15
ENSMUSG00000095730,0.15
ENSMUSG00000104459,0.15
ENSMUSG00000118055,0.15
ENSMUSG00000116499,0.15
ENSMUSG00000072692,0.15
ENSMUSG00000078922,0.15
ENSMUSG00000085762,0.15
ENSMUSG00000076668,0.15
ENSMUSG00000073415,0.15
ENSMUSG00000045996,0.15
ENSMUSG00000114995,0.15
ENSMUSG00000110638,0.15
ENSMUSG00000028001,0.15
ENSMUSG00000025038,0.15
ENSMUSG00000102999,0.15
ENSMUSG00000052981,0.15
ENSMUSG00000086999,0.15
ENSMUSG00000083713,0.15
ENSMUSG00000020704,0.15
ENSMUSG00000036743,0.15
ENSMUSG00000009471,0.15
ENSMUSG00000118273,0.15
ENSMUSG00000029138,0.15
ENSMUSG00000119799,0.15
ENSMUSG00000109956,0.15
ENSMUSG00000103599,0.15
ENSMUSG00000096687,0.15
ENSMUSG00000021086,0.15
ENSMUSG00000105816,0.15
ENSMUSG00000027273,0.15
ENSMUSG00000063971,0.15
ENSMUSG00000110726,0.15
ENSMUSG00000085920,0.15
ENSMUSG00000041789,0.15
ENSMUSG00000038540,0.15
ENSMUSG00000114016,0.15
ENSMUSG00000086411,0.15
ENSMUSG00000110374,0.15
ENSMUSG00000119926,0.15
ENSMUSG00000107358,0.15
ENSMUSG00000106517,0.15
ENSMUSG00000097368,0.15
ENSMUSG00000085975,0.15
ENSMUSG00000049047,0.15
ENSMUSG00000025759,0.15
ENSMUSG00000116818,0.15
ENSMUSG00000030607,0.15
ENSMUSG00000107941,0.15
ENSMUSG00000041722,0.15
ENSMUSG00000047409,0.15
ENSMUSG00000054909,0.15
ENSMUSG00002076990,0.15
ENSMUSG00000114771,0.15
ENSMUSG00000106681,0.15
ENSMUSG00000085725,0.15
ENSMUSG00000063911,0.15
ENSMUSG00000064542,0.15
ENSMUSG00000093963,0.15
ENSMUSG00000064363,0.15
ENSMUSG00000100636,0.15
ENSMUSG00000040537,0.15
ENSMUSG00000110706,0.15
ENSMUSG00000067399,0.15
ENSMUSG00000075312,0.15
ENSMUSG00000023963,0.15
ENSMUSG00000030410,0.15
ENSMUSG00000086103,0.15
ENSMUSG00000037735,0.15
ENSMUSG00002076443,0.15
ENSMUSG00000073985,0.15
ENSMUSG00000031376,0.15
ENSMUSG00000020419,0.15
ENSMUSG00000040138,0.15
ENSMUSG00000000120,0.15
ENSMUSG00000033967,0.15
ENSMUSG00000069272,0.15
ENSMUSG00000089982,0.15
ENSMUSG00000087805,0.15
ENSMUSG00000094413,0.15
ENSMUSG00000117991,0.15
ENSMUSG00000078117,0.15
ENSMUSG00000106110,0.15
ENSMUSG00000117304,0.15
ENSMUSG00000115541,0.15
ENSMUSG00000085002,0.15
ENSMUSG00000092009,0.15
ENSMUSG00000105852,0.15
ENSMUSG00000106239,0.15
ENSMUSG00000075534,0.15
ENSMUSG00000066324,0.15
ENSMUSG00000086753,0.15
ENSMUSG00000112514,0.15
ENSMUSG00000111451,0.15
ENSMUSG00000119019,0.15
ENSMUSG00000084960,0.15
ENSMUSG00000091575,0.15
ENSMUSG00000101287,0.15
ENSMUSG00000107266,0.15
ENSMUSG00000117941,0.15
ENSMUSG00000109016,0.15
ENSMUSG00000036661,0.15
ENSMUSG00000036816,0.15
ENSMUSG00000093562,0.15
ENSMUSG00000065592,0.15
ENSMUSG00000112615,0.15
ENSMUSG00000111812,0.15
ENSMUSG00000079101,0.15
ENSMUSG00000104972,0.15
ENSMUSG00000118165,0.15
ENSMUSG00000038481,0.15
ENSMUSG00000113136,0.15
ENSMUSG00000032099,0.15
ENSMUSG00000085366,0.15
ENSMUSG00000110410,0.15
ENSMUSG00000087620,0.15
ENSMUSG00000090329,0.15
ENSMUSG00000097875,0.15
ENSMUSG00000118361,0.15
ENSMUSG00000113865,0.15
ENSMUSG00000098613,0.15
ENSMUSG00000110172,0.15
ENSMUSG00000019772,0.1
ENSMUSG00000010086,0.1
ENSMUSG00000102943,0.1
ENSMUSG00000085272,0.1
ENSMUSG00000086067,0.1
ENSMUSG00000082318,0.1
ENSMUSG00000076881,0.1
ENSMUSG00000113087,0.1
ENSMUSG00000076604,0.1
ENSMUSG00000081480,0.1
ENSMUSG00000087390,0.1
ENSMUSG00000108394,0.1
ENSMUSG00000045100,0.1
ENSMUSG00000085057,0.1
ENSMUSG00000106062,0.1
ENSMUSG00000106437,0.1
ENSMUSG00000085526,0.1
ENSMUSG00000113630,0.1
ENSMUSG00000002326,0.1
ENSMUSG00000111713,0.1
ENSMUSG00000108888,0.1
ENSMUSG00000025658,0.1
ENSMUSG00000104301,0.1
ENSMUSG00000043911,0.1
ENSMUSG00000082570,0.1
ENSMUSG00000073234,0.1
ENSMUSG00000105482,0.1
ENSMUSG00000098016,0.1
ENSMUSG00000048503,0.1
ENSMUSG00000052819,0.1
ENSMUSG00000041523,0.1
ENSMUSG00000109017,0.1
ENSMUSG00000046167,0.1
ENSMUSG00000114582,0.1
ENSMUSG00000115793,0.1
ENSMUSG00000025936,0.1
ENSMUSG00000057710,0.1
ENSMUSG00000013483,0.1
ENSMUSG00000089910,0.1
ENSMUSG00000059659,0.1
ENSMUSG00000021612,0.1
ENSMUSG00000100029,0.1
ENSMUSG00000086501,0.1
ENSMUSG00000108473,0.1
ENSMUSG00000106268,0.1
ENSMUSG00000089820,0.1
ENSMUSG00000046016,0.1
ENSMUSG00000074521,0.1
ENSMUSG00000063314,0.1
ENSMUSG00000119232,0.1
ENSMUSG00000092181,0.1
ENSMUSG00000045257,0.1
ENSMUSG00000043592,0.1
ENSMUSG00000103631,0.1
ENSMUSG00000067106,0.1
ENSMUSG00000014846,0.1
ENSMUSG00000067882,0.1
ENSMUSG00000090429,0.1
ENSMUSG00000031424,0.1
ENSMUSG00000053046,0.1
ENSMUSG00000113300,0.1
ENSMUSG00000118593,0.1
ENSMUSG00000059852,0.1
ENSMUSG00000098177,0.1
ENSMUSG00000045095,0.1
ENSMUSG00000082614,0.1
ENSMUSG00000115752,0.1
ENSMUSG00000118210,0.1
ENSMUSG00000106930,0.1
ENSMUSG00000027475,0.1
ENSMUSG00000050762,0.1
ENSMUSG00000024472,0.1
ENSMUSG00000073835,0.1
ENSMUSG00000078632,0.1
ENSMUSG00000086686,0.1
ENSMUSG00000006542,0.1
ENSMUSG00000092131,0.1
ENSMUSG00000104066,0.1
ENSMUSG00000103952,0.1
ENSMUSG00000102483,0.1
ENSMUSG00000117862,0.1
ENSMUSG00000103513,0.1
ENSMUSG00000062081,0.1
ENSMUSG00000104766,0.1
ENSMUSG00000118249,0.1
ENSMUSG00000023979,0.1
ENSMUSG00000094504,0.1
ENSMUSG00000105041,0.1
ENSMUSG00000114709,0.1
ENSMUSG00000103636,0.1
ENSMUSG00000115077,0.1
ENSMUSG00000074274,0.1
ENSMUSG00000073987,0.1
ENSMUSG00000102124,0.1
ENSMUSG00000117637,0.1
ENSMUSG00000110361,0.1
ENSMUSG00000117521,0.1
ENSMUSG00000041261,0.1
ENSMUSG00000111685,0.1
ENSMUSG00000105649,0.1
ENSMUSG00002075789,0.1
ENSMUSG00000082665,0.1
ENSMUSG00000100913,0.1
ENSMUSG00000106580,0.1
ENSMUSG00000040132,0.1
ENSMUSG00000045350,0.1
ENSMUSG00000100235,0.1
ENSMUSG00000065623,0.1
ENSMUSG00000101583,0.1
ENSMUSG00000013338,0.1
ENSMUSG00000094942,0.1
ENSMUSG00002076354,0.1
ENSMUSG00000091749,0.1
ENSMUSG00000054453,0.1
ENSMUSG00000087466,0.1
ENSMUSG00000086828,0.1
ENSMUSG00000081991,0.1
ENSMUSG00000113039,0.1
ENSMUSG00000111465,0.1
ENSMUSG00000097500,0.1
ENSMUSG00000103403,0.1
ENSMUSG00000053472,0.1
ENSMUSG00000117783,0.1
ENSMUSG00000041638,0.1
ENSMUSG00000086053,0.1
ENSMUSG00000063157,0.1
ENSMUSG00000091455,0.1
ENSMUSG00000084980,0.1
ENSMUSG00000096940,0.1
ENSMUSG00000079965,0.1
ENSMUSG00000029086,0.1
ENSMUSG00000067455,0.1
ENSMUSG00000114414,0.1
ENSMUSG00000110689,0.1
ENSMUSG00000112039,0.1
ENSMUSG00000036513,0.1
ENSMUSG00002076771,0.1
ENSMUSG00000063511,0.1
ENSMUSG00000101708,0.1
ENSMUSG00000073402,0.1
ENSMUSG00000024154,0.1
ENSMUSG00000038485,0.1
ENSMUSG00000112903,0.1
ENSMUSG00000081848,0.1
ENSMUSG00000025511,0.1
ENSMUSG00000076060,0.1
ENSMUSG00000102291,0.1
ENSMUSG00000108236,0.1
ENSMUSG00000097288,0.1
ENSMUSG00000078517,0.1
ENSMUSG00000117652,0.1
ENSMUSG00000054850,0.1
ENSMUSG00000116442,0.1
ENSMUSG00000097281,0.1
ENSMUSG00000101934,0.1
ENSMUSG00000044678,0.1
ENSMUSG00000112311,0.1
ENSMUSG00000057244,0.1
ENSMUSG00002076751,0.1
ENSMUSG00000100901,0.1
ENSMUSG00000115190,0.1
ENSMUSG00000106751,0.1
ENSMUSG00000113529,0.1
ENSMUSG00000082018,0.1
ENSMUSG00000102609,0.1
ENSMUSG00000019791,0.1
ENSMUSG00000093270,0.1
ENSMUSG00000035580,0.1
ENSMUSG00000070877,0.1
ENSMUSG00000087505,0.1
ENSMUSG00000112935,0.1
ENSMUSG00000082132,0.1
ENSMUSG00000052566,0.1
ENSMUSG00000116241,0.1
ENSMUSG00000052031,0.1
ENSMUSG00000039307,0.1
ENSMUSG00000002769,0.1
ENSMUSG00000109203,0.1
ENSMUSG00000006024,0.1
ENSMUSG00000101912,0.1
ENSMUSG00000108900,0.1
ENSMUSG00000104982,0.1
ENSMUSG00000039168,0.1
ENSMUSG00000037126,0.1
ENSMUSG00000117848,0.1
ENSMUSG00000105706,0.1
ENSMUSG00000021287,0.1
ENSMUSG00000071104,0.1
ENSMUSG00000106590,0.1
ENSMUSG00000070933,0.1
ENSMUSG00000043629,0.1
ENSMUSG00000114678,0.1
ENSMUSG00000119874,0.1
ENSMUSG00000107909,0.1
ENSMUSG00000106768,0.1
ENSMUSG00000099301,0.1
ENSMUSG00000090319,0.1
ENSMUSG00000114865,0.1
ENSMUSG00000091957,0.1
ENSMUSG00000075091,0.1
ENSMUSG00000106225,0.1
ENSMUSG00000104471,0.1
ENSMUSG00000087739,0.1
ENSMUSG00000083536,0.1
ENSMUSG00000105071,0.1
ENSMUSG00000024639,0.1
ENSMUSG00000107899,0.1
ENSMUSG00000091492,0.1
ENSMUSG00000113907,0.1
ENSMUSG00000109480,0.1
ENSMUSG00000116875,0.1
ENSMUSG00000057000,0.1
ENSMUSG00000119402,0.1
ENSMUSG00000104895,0.1
ENSMUSG00000051956,0.1
ENSMUSG00000083642,0.1
ENSMUSG00002076922,0.1
ENSMUSG00000106899,0.1
ENSMUSG00000087662,0.1
ENSMUSG00000109877,0.1
ENSMUSG00002074948,0.1
ENSMUSG00000085731,0.1
ENSMUSG00000074715,0.1
ENSMUSG00000081161,0.1
ENSMUSG00000110815,0.1
ENSMUSG00000042796,0.1
ENSMUSG00000062694,0.1
ENSMUSG00000039954,0.1
ENSMUSG00000060450,0.1
ENSMUSG00000089697,0.1
ENSMUSG00000031143,0.1
ENSMUSG00000074060,0.1
ENSMUSG00000100632,0.1
ENSMUSG00000045027,0.1
ENSMUSG00000083956,0.1
ENSMUSG00000076525,0.1
ENSMUSG00000091650,0.1
ENSMUSG00000095576,0.1
ENSMUSG00000037801,0.1
ENSMUSG00000102758,0.1
ENSMUSG00000005882,0.1
ENSMUSG00000110193,0.1
ENSMUSG00000026064,0.1
ENSMUSG00000077148,0.1
ENSMUSG00000097773,0.1
ENSMUSG00000104528,0.1
ENSMUSG00000074139,0.1
ENSMUSG00000052368,0.1
ENSMUSG00000066487,0.1
ENSMUSG00000061486,0.1
ENSMUSG00000100093,0.1
ENSMUSG00000112244,0.1
ENSMUSG00000108422,0.1
ENSMUSG00000052848,0.1
ENSMUSG00000059890,0.1
ENSMUSG00000111337,0.1
ENSMUSG00000045532,0.1
ENSMUSG00000019762,0.1
ENSMUSG00000103898,0.1
ENSMUSG00000024548,0.1
ENSMUSG00000110928,0.1
ENSMUSG00000113095,0.1
ENSMUSG00000028645,0.1
ENSMUSG00000107061,0.1
ENSMUSG00000056938,0.1
ENSMUSG00000098219,0.1
ENSMUSG00000043747,0.1
ENSMUSG00000063727,0.1
ENSMUSG00000105961,0.1
ENSMUSG00000090334,0.1
ENSMUSG00000114702,0.1
ENSMUSG00000107005,0.1
ENSMUSG00000078780,0.1
ENSMUSG00000041567,0.1
ENSMUSG00000118305,0.1
ENSMUSG00000086193,0.1
ENSMUSG00000027902,0.1
ENSMUSG00000118623,0.1
ENSMUSG00000022957,0.1
ENSMUSG00000097701,0.1
ENSMUSG00000007877,0.1
ENSMUSG00000113072,0.1
ENSMUSG00000106680,0.1
ENSMUSG00000115103,0.1
ENSMUSG00000060227,0.1
ENSMUSG00000113984,0.1
ENSMUSG00000042761,0.1
ENSMUSG00000097260,0.1
ENSMUSG00000102813,0.1
ENSMUSG00000108676,0.1
ENSMUSG00000061292,0.1
ENSMUSG00000115183,0.1
ENSMUSG00000115370,0.1
ENSMUSG00000037295,0.1
ENSMUSG00000057003,0.1
ENSMUSG00000084459,0.1
ENSMUSG00000110393,0.1
ENSMUSG00000118550,0.1
ENSMUSG00000004633,0.1
ENSMUSG00000087357,0.1
ENSMUSG00000059729,0.1
ENSMUSG00000114374,0.1
ENSMUSG00000072878,0.1
ENSMUSG00000065601,0.1
ENSMUSG00000036537,0.1
ENSMUSG00000035818,0.1
ENSMUSG00000102258,0.1
ENSMUSG00000106496,0.1
ENSMUSG00000083640,0.1
ENSMUSG00000029063,0.1
ENSMUSG00002075706,0.1
ENSMUSG00000082419,0.1
ENSMUSG00000107252,0.1
ENSMUSG00000114244,0.1
ENSMUSG00000068167,0.1
ENSMUSG00000117376,0.1
ENSMUSG00000021710,0.1
ENSMUSG00000115108,0.1
ENSMUSG00000015966,0.1
ENSMUSG00000032297,0.1
ENSMUSG00000083702,0.1
ENSMUSG00000103030,0.1
ENSMUSG00002075050,0.1
ENSMUSG00000108626,0.1
ENSMUSG00000051591,0.1
ENSMUSG00000096151,0.1
ENSMUSG00000113557,0.1
ENSMUSG00000039684,0.1
ENSMUSG00000116941,0.1
ENSMUSG00000106950,0.1
ENSMUSG00000116959,0.1
ENSMUSG00000063696,0.1
ENSMUSG00000036151,0.1
ENSMUSG00000085776,0.1
ENSMUSG00000111364,0.1
ENSMUSG00000113899,0.1
ENSMUSG00000081946,0.1
ENSMUSG00000108052,0.1
ENSMUSG00000083627,0.1
ENSMUSG00000115667,0.1
ENSMUSG00000110081,0.1
ENSMUSG00000114472,0.1
ENSMUSG00000094628,0.1
ENSMUSG00000082860,0.1
ENSMUSG00000082233,0.1
ENSMUSG00000049396,0.1
ENSMUSG00000113007,0.1
ENSMUSG00000091844,0.1
ENSMUSG00000107767,0.1
ENSMUSG00000087595,0.1
ENSMUSG00000030361,0.1
ENSMUSG00000055866,0.1
ENSMUSG00000119380,0.1
ENSMUSG00000107570,0.1
ENSMUSG00000100280,0.1
ENSMUSG00000078894,0.1
ENSMUSG00000109010,0.1
ENSMUSG00000068151,0.1
ENSMUSG00000042857,0.1
ENSMUSG00000071516,0.1
ENSMUSG00000112274,0.1
ENSMUSG00000085931,0.1
ENSMUSG00000105453,0.1
ENSMUSG00000087670,0.1
ENSMUSG00000108388,0.1
ENSMUSG00000089874,0.1
ENSMUSG00002075133,0.1
ENSMUSG00000089830,0.1
ENSMUSG00000087440,0.1
ENSMUSG00000113610,0.1
ENSMUSG00000104549,0.1
ENSMUSG00000104069,0.1
ENSMUSG00000029054,0.1
ENSMUSG00000084929,0.1
ENSMUSG00000087172,0.1
ENSMUSG00000045259,0.1
ENSMUSG00000103445,0.1
ENSMUSG00000112030,0.1
ENSMUSG00000109382,0.1
ENSMUSG00000100131,0.1
ENSMUSG00000057716,0.1
ENSMUSG00000022868,0.1
ENSMUSG00000020435,0.1
ENSMUSG00000055497,0.1
ENSMUSG00000087094,0.1
ENSMUSG00000032578,0.1
ENSMUSG00000085394,0.1
ENSMUSG00000028438,0.1
ENSMUSG00000103703,0.1
ENSMUSG00000085398,0.1
ENSMUSG00000118000,0.1
ENSMUSG00000114851,0.1
ENSMUSG00000079179,0.1
ENSMUSG00000071862,0.1
ENSMUSG00000028826,0.1
ENSMUSG00000108960,0.1
ENSMUSG00000112739,0.1
ENSMUSG00000026611,0.1
ENSMUSG00000114767,0.1
ENSMUSG00000097416,0.1
ENSMUSG00000031985,0.1
ENSMUSG00000045004,0.1
ENSMUSG00000115681,0.1
ENSMUSG00000042976,0.1
ENSMUSG00000111858,0.1
ENSMUSG00000081002,0.1
ENSMUSG00002076039,0.1
ENSMUSG00000115871,0.1
ENSMUSG00000040037,0.1
ENSMUSG00000084303,0.1
ENSMUSG00000062785,0.1
ENSMUSG00000113325,0.1
ENSMUSG00000091573,0.1
ENSMUSG00000025521,0.1
ENSMUSG00000110332,0.1
ENSMUSG00000115206,0.1
ENSMUSG00000072295,0.1
ENSMUSG00000044551,0.1
ENSMUSG00000052125,0.1
ENSMUSG00000062014,0.1
ENSMUSG00000078937,0.1
ENSMUSG00000097792,0.1
ENSMUSG00000038146,0.1
ENSMUSG00000028680,0.1
ENSMUSG00000079018,0.1
ENSMUSG00000031897,0.1
ENSMUSG00000106288,0.1
ENSMUSG00000111171,0.1
ENSMUSG00000111551,0.1
ENSMUSG00000098136,0.1
ENSMUSG00000087477,0.1
ENSMUSG00000054169,0.1
ENSMUSG00000073607,0.1
ENSMUSG00000112423,0.1
ENSMUSG00000089746,0.1
ENSMUSG00000118120,0.1
ENSMUSG00000114148,0.1
ENSMUSG00000081640,0.1
ENSMUSG00000048528,0.1
ENSMUSG00000081113,0.1
ENSMUSG00000105634,0.1
ENSMUSG00000028427,0.1
ENSMUSG00000103454,0.1
