genes,weights
ENSMUSG00000117632,0.1
ENSMUSG00000002320,0.1
ENSMUSG00000089687,0.1
ENSMUSG00000084403,0.1
ENSMUSG00000042895,0.1
ENSMUSG00000098784,0.1
ENSMUSG00000081703,0.1
ENSMUSG00000050058,0.1
ENSMUSG00000049038,0.1
ENSMUSG00000021514,0.1
ENSMUSG00000118746,0.1
ENSMUSG00000099272,0.1
ENSMUSG00000018656,0.1
ENSMUSG00002076269,0.1
ENSMUSG00002075418,0.1
ENSMUSG00000117072,0.1
ENSMUSG00000101555,0.1
ENSMUSG00000085915,0.1
ENSMUSG00000034190,0.1
ENSMUSG00000026932,0.1
ENSMUSG00000024270,0.1
ENSMUSG00000056380,0.1
ENSMUSG00000114882,0.1
ENSMUSG00000090338,0.1
ENSMUSG00000056162,0.1
ENSMUSG00000105912,0.1
ENSMUSG00000084899,0.1
ENSMUSG00000109781,0.1
ENSMUSG00000046856,0.1
ENSMUSG00000106164,0.1
ENSMUSG00000117226,0.1
ENSMUSG00000018339,0.1
ENSMUSG00000083512,0.1
ENSMUSG00000000782,0.1
ENSMUSG00000114993,0.1
ENSMUSG00000085492,0.1
ENSMUSG00000086725,0.1
ENSMUSG00000036306,0.1
ENSMUSG00000114936,0.1
ENSMUSG00000066607,0.1
ENSMUSG00000086910,0.1
ENSMUSG00000033540,0.1
ENSMUSG00000108226,0.1
ENSMUSG00000043670,0.1
ENSMUSG00000018012,0.1
ENSMUSG00000115418,0.1
ENSMUSG00000108441,0.1
ENSMUSG00000022404,0.1
ENSMUSG00000115205,0.1
ENSMUSG00000100616,0.1
ENSMUSG00000094852,0.1
ENSMUSG00000089883,0.1
ENSMUSG00000112502,0.1
ENSMUSG00000110525,0.1
ENSMUSG00000113895,0.1
ENSMUSG00000106720,0.1
ENSMUSG00002075545,0.1
ENSMUSG00000093906,0.1
ENSMUSG00000048583,0.1
ENSMUSG00000061904,0.1
ENSMUSG00000021700,0.1
ENSMUSG00000007097,0.1
ENSMUSG00000032985,0.1
ENSMUSG00000109592,0.1
ENSMUSG00000050270,0.1
ENSMUSG00000105168,0.1
ENSMUSG00000083306,0.1
ENSMUSG00000056383,0.1
ENSMUSG00000086335,0.1
ENSMUSG00000078925,0.1
ENSMUSG00000109550,0.1
ENSMUSG00000105703,0.1
ENSMUSG00000040520,0.1
ENSMUSG00000113313,0.1
ENSMUSG00000118527,0.1
ENSMUSG00000079043,0.1
ENSMUSG00000021532,0.1
ENSMUSG00000115828,0.1
ENSMUSG00000041202,0.1
ENSMUSG00000114391,0.1
ENSMUSG00000087192,0.1
ENSMUSG00000094695,0.1
ENSMUSG00000087223,0.1
ENSMUSG00000104665,0.1
ENSMUSG00000090015,0.1
ENSMUSG00000097929,0.1
ENSMUSG00000022195,0.1
ENSMUSG00000104315,0.1
ENSMUSG00000078877,0.1
ENSMUSG00000119013,0.1
ENSMUSG00000031274,0.1
ENSMUSG00000111280,0.1
ENSMUSG00000062683,0.1
ENSMUSG00000108959,0.1
ENSMUSG00000104366,0.1
ENSMUSG00000107133,0.1
ENSMUSG00000081321,0.1
ENSMUSG00002076031,0.1
ENSMUSG00000102423,0.1
ENSMUSG00000114768,0.1
ENSMUSG00000082247,0.1
ENSMUSG00000083668,0.1
ENSMUSG00000108310,0.1
ENSMUSG00000086804,0.1
ENSMUSG00000115412,0.1
ENSMUSG00000105084,0.1
ENSMUSG00000022991,0.1
ENSMUSG00000029134,0.1
ENSMUSG00000106896,0.1
ENSMUSG00000086234,0.1
ENSMUSG00002075624,0.1
ENSMUSG00000099528,0.1
ENSMUSG00000107304,0.1
ENSMUSG00000066175,0.1
ENSMUSG00000111834,0.1
ENSMUSG00000108668,0.1
ENSMUSG00000092409,0.1
ENSMUSG00000104924,0.1
ENSMUSG00000034486,0.1
ENSMUSG00000030827,0.1
ENSMUSG00000044224,0.1
ENSMUSG00000083820,0.1
ENSMUSG00000116416,0.1
ENSMUSG00000043126,0.1
ENSMUSG00000107618,0.1
ENSMUSG00000117432,0.1
ENSMUSG00000075064,0.1
ENSMUSG00000116860,0.1
ENSMUSG00000106889,0.1
ENSMUSG00000034361,0.1
ENSMUSG00000107970,0.1
ENSMUSG00000021276,0.1
ENSMUSG00000031489,0.1
ENSMUSG00000112392,0.1
ENSMUSG00000112959,0.1
ENSMUSG00000021482,0.1
ENSMUSG00000093622,0.1
ENSMUSG00000028976,0.1
ENSMUSG00000025735,0.1
ENSMUSG00000010797,0.1
ENSMUSG00000118619,0.1
ENSMUSG00000016918,0.1
ENSMUSG00000027291,0.1
ENSMUSG00000027901,0.1
ENSMUSG00000094417,0.1
ENSMUSG00000018537,0.1
ENSMUSG00000069008,0.1
ENSMUSG00000082795,0.1
ENSMUSG00000112155,0.1
ENSMUSG00000072774,0.1
ENSMUSG00000098900,0.1
ENSMUSG00002076687,0.1
ENSMUSG00000081883,0.1
ENSMUSG00000053574,0.1
ENSMUSG00000107263,0.1
ENSMUSG00000079317,0.1
ENSMUSG00000081415,0.1
ENSMUSG00000029819,0.1
ENSMUSG00000103388,0.1
ENSMUSG00000067929,0.1
ENSMUSG00000046845,0.1
ENSMUSG00000062007,0.1
ENSMUSG00000110276,0.1
ENSMUSG00000114118,0.1
ENSMUSG00000108393,0.1
ENSMUSG00000035914,0.1
ENSMUSG00000081228,0.1
ENSMUSG00000065380,0.1
ENSMUSG00000083070,0.1
ENSMUSG00000038368,0.1
ENSMUSG00000115088,0.1
ENSMUSG00000104950,0.1
ENSMUSG00002075023,0.1
ENSMUSG00000032508,0.1
ENSMUSG00000057572,0.1
ENSMUSG00000058441,0.1
ENSMUSG00000022485,0.1
ENSMUSG00000059361,0.1
ENSMUSG00000021751,0.1
ENSMUSG00000098316,0.1
ENSMUSG00000085541,0.1
ENSMUSG00000111720,0.1
ENSMUSG00000095217,0.1
ENSMUSG00000058567,0.1
ENSMUSG00000025537,0.1
ENSMUSG00000042328,0.1
ENSMUSG00000108980,0.1
ENSMUSG00000105692,0.1
ENSMUSG00000117910,0.1
ENSMUSG00000082362,0.1
ENSMUSG00000082483,0.1
ENSMUSG00000110369,0.1
ENSMUSG00000088479,0.1
ENSMUSG00000063531,0.1
ENSMUSG00000101746,0.1
ENSMUSG00000040136,0.1
ENSMUSG00000030310,0.1
ENSMUSG00000101462,0.1
ENSMUSG00000070604,0.1
ENSMUSG00000082922,0.1
ENSMUSG00000005917,0.1
ENSMUSG00000105872,0.1
ENSMUSG00000017721,0.1
ENSMUSG00000081199,0.1
ENSMUSG00000053841,0.1
ENSMUSG00000094849,0.1
ENSMUSG00000008658,0.1
ENSMUSG00000098656,0.1
ENSMUSG00000104763,0.1
ENSMUSG00000083505,0.1
ENSMUSG00000062101,0.1
ENSMUSG00000116972,0.1
ENSMUSG00000030433,0.1
ENSMUSG00000076922,0.1
ENSMUSG00000051606,0.1
ENSMUSG00000082693,0.1
ENSMUSG00000105976,0.1
ENSMUSG00000109231,0.1
ENSMUSG00000020167,0.1
ENSMUSG00000109780,0.1
ENSMUSG00000092581,0.1
ENSMUSG00000096129,0.1
ENSMUSG00000073840,0.1
ENSMUSG00000098013,0.1
ENSMUSG00000041930,0.1
ENSMUSG00000041737,0.1
ENSMUSG00000087178,0.1
ENSMUSG00000096767,0.1
ENSMUSG00000086010,0.1
ENSMUSG00000102705,0.1
ENSMUSG00000116007,0.1
ENSMUSG00000091133,0.1
ENSMUSG00000098327,0.1
ENSMUSG00000102863,0.1
ENSMUSG00000102144,0.1
ENSMUSG00000110379,0.1
ENSMUSG00000045048,0.1
ENSMUSG00000028396,0.1
ENSMUSG00000105303,0.1
ENSMUSG00000117980,0.1
ENSMUSG00000075265,0.1
ENSMUSG00000090223,0.1
ENSMUSG00000021866,0.1
ENSMUSG00000046010,0.1
ENSMUSG00000107561,0.1
ENSMUSG00000109108,0.1
ENSMUSG00000078926,0.1
ENSMUSG00000109257,0.1
ENSMUSG00000020937,0.1
ENSMUSG00000102923,0.1
ENSMUSG00000003420,0.1
ENSMUSG00000083281,0.1
ENSMUSG00000051232,0.1
ENSMUSG00000001054,0.1
ENSMUSG00000087308,0.1
ENSMUSG00000105501,0.1
ENSMUSG00000025229,0.1
ENSMUSG00000112860,0.1
ENSMUSG00000106313,0.1
ENSMUSG00000027950,0.1
ENSMUSG00000119782,0.1
ENSMUSG00000072049,0.1
ENSMUSG00000092517,0.1
ENSMUSG00000107603,0.1
ENSMUSG00000111873,0.1
ENSMUSG00000024066,0.1
ENSMUSG00000086816,0.1
ENSMUSG00000105496,0.1
ENSMUSG00000040163,0.1
ENSMUSG00000021481,0.1
ENSMUSG00000071604,0.1
ENSMUSG00000031710,0.1
ENSMUSG00000034908,0.1
ENSMUSG00000106263,0.1
ENSMUSG00000013701,0.1
ENSMUSG00000077387,0.1
ENSMUSG00000045291,0.1
ENSMUSG00000020609,0.1
ENSMUSG00000105719,0.1
ENSMUSG00000109729,0.1
ENSMUSG00000003418,0.1
ENSMUSG00000095854,0.1
ENSMUSG00000111940,0.1
ENSMUSG00002074900,0.1
ENSMUSG00000074677,0.1
ENSMUSG00000118489,0.1
ENSMUSG00000098361,0.1
ENSMUSG00000089407,0.1
ENSMUSG00000024738,0.1
ENSMUSG00000034617,0.1
ENSMUSG00000065503,0.1
ENSMUSG00002076435,0.1
ENSMUSG00000091682,0.1
ENSMUSG00000091897,0.1
ENSMUSG00000030629,0.1
ENSMUSG00000018451,0.1
ENSMUSG00000092617,0.1
ENSMUSG00000114842,0.1
ENSMUSG00000117839,0.1
ENSMUSG00000024410,0.1
ENSMUSG00000041534,0.1
ENSMUSG00000087049,0.1
ENSMUSG00000044086,0.1
ENSMUSG00000036863,0.1
ENSMUSG00000072966,0.1
ENSMUSG00000028292,0.1
ENSMUSG00000091577,0.1
ENSMUSG00000045587,0.1
ENSMUSG00000103108,0.1
ENSMUSG00000086981,0.1
ENSMUSG00000085782,0.1
ENSMUSG00000021930,0.1
ENSMUSG00000109923,0.1
ENSMUSG00000021508,0.1
ENSMUSG00000106625,0.1
ENSMUSG00000117888,0.1
ENSMUSG00000021499,0.1
ENSMUSG00000029125,0.1
ENSMUSG00000107882,0.1
ENSMUSG00000097557,0.1
ENSMUSG00000087239,0.1
ENSMUSG00000115380,0.1
ENSMUSG00000086384,0.1
ENSMUSG00000114870,0.1
ENSMUSG00000090785,0.1
ENSMUSG00000105154,0.1
ENSMUSG00000086898,0.1
ENSMUSG00000097274,0.1
ENSMUSG00000089932,0.1
ENSMUSG00000025453,0.1
ENSMUSG00000024269,0.1
ENSMUSG00000075132,0.1
ENSMUSG00000013495,0.1
ENSMUSG00000087542,0.1
ENSMUSG00000106963,0.1
ENSMUSG00000102594,0.1
ENSMUSG00000083932,0.1
ENSMUSG00000110495,0.1
ENSMUSG00002076413,0.1
ENSMUSG00000108525,0.1
ENSMUSG00000039133,0.1
ENSMUSG00000082829,0.1
ENSMUSG00000082776,0.1
ENSMUSG00000109617,0.1
ENSMUSG00000099576,0.1
ENSMUSG00000051680,0.1
ENSMUSG00000118177,0.1
ENSMUSG00000027470,0.1
ENSMUSG00000116557,0.1
ENSMUSG00000076518,0.1
ENSMUSG00000034533,0.1
ENSMUSG00000034139,0.1
ENSMUSG00000050071,0.1
ENSMUSG00000089703,0.1
ENSMUSG00000102632,0.1
ENSMUSG00000079494,0.1
ENSMUSG00000033805,0.1
ENSMUSG00000104037,0.1
ENSMUSG00000048996,0.1
ENSMUSG00002075013,0.1
ENSMUSG00000085653,0.1
ENSMUSG00000116984,0.1
ENSMUSG00000037257,0.1
ENSMUSG00000084118,0.1
ENSMUSG00000109381,0.1
ENSMUSG00000086474,0.1
ENSMUSG00000103119,0.1
ENSMUSG00000111242,0.1
ENSMUSG00000094102,0.1
ENSMUSG00000054520,0.1
ENSMUSG00000110537,0.1
ENSMUSG00000111864,0.1
ENSMUSG00000073804,0.1
ENSMUSG00000100160,0.1
ENSMUSG00000117768,0.1
ENSMUSG00000057816,0.1
ENSMUSG00000050114,0.1
ENSMUSG00000118403,0.1
ENSMUSG00000095766,0.1
ENSMUSG00002075103,0.1
ENSMUSG00000073680,0.1
ENSMUSG00000046743,0.1
ENSMUSG00000111965,0.1
ENSMUSG00000074826,0.1
ENSMUSG00000095680,0.1
ENSMUSG00000074852,0.1
ENSMUSG00000049173,0.1
ENSMUSG00000095497,0.1
ENSMUSG00000108512,0.1
ENSMUSG00000103603,0.1
ENSMUSG00000044814,0.1
ENSMUSG00000116655,0.1
ENSMUSG00000064308,0.1
ENSMUSG00000059043,0.1
ENSMUSG00000105144,0.1
ENSMUSG00000018126,0.1
ENSMUSG00000097897,0.1
ENSMUSG00000103789,0.1
ENSMUSG00000071054,0.1
ENSMUSG00000108196,0.1
ENSMUSG00000020658,0.1
ENSMUSG00000100375,0.1
ENSMUSG00000089951,0.1
ENSMUSG00000101559,0.1
ENSMUSG00000066705,0.1
ENSMUSG00000086004,0.1
ENSMUSG00000080980,0.1
ENSMUSG00000081700,0.1
ENSMUSG00000109132,0.1
ENSMUSG00000047710,0.1
ENSMUSG00002075974,0.1
ENSMUSG00000115727,0.1
ENSMUSG00000047026,0.1
ENSMUSG00000030157,0.1
ENSMUSG00000026289,0.1
ENSMUSG00000084259,0.1
ENSMUSG00000078498,0.1
ENSMUSG00000118734,0.1
ENSMUSG00000003949,0.1
ENSMUSG00002076086,0.1
ENSMUSG00000091952,0.1
ENSMUSG00000050108,0.1
ENSMUSG00000098196,0.1
ENSMUSG00000112129,0.1
ENSMUSG00000062478,0.1
ENSMUSG00000102460,0.1
ENSMUSG00000106386,0.1
ENSMUSG00000078494,0.1
ENSMUSG00000030617,0.1
ENSMUSG00000068747,0.1
ENSMUSG00000117796,0.1
ENSMUSG00000084860,0.1
ENSMUSG00000105597,0.1
ENSMUSG00000098766,0.1
ENSMUSG00000058613,0.1
ENSMUSG00000103723,0.1
ENSMUSG00000119572,0.1
ENSMUSG00000080700,0.1
ENSMUSG00000110977,0.1
ENSMUSG00000038530,0.1
ENSMUSG00000075598,0.1
ENSMUSG00000111905,0.1
ENSMUSG00000028005,0.1
ENSMUSG00000082393,0.1
ENSMUSG00000102563,0.1
ENSMUSG00000030321,0.1
ENSMUSG00000116725,0.1
ENSMUSG00000103668,0.1
ENSMUSG00002076343,0.1
ENSMUSG00000021577,0.1
ENSMUSG00000092306,0.1
ENSMUSG00000103778,0.1
ENSMUSG00000045867,0.1
ENSMUSG00000046846,0.1
ENSMUSG00000020955,0.1
ENSMUSG00000038663,0.1
ENSMUSG00000097573,0.1
ENSMUSG00000113031,0.1
ENSMUSG00000104330,0.1
ENSMUSG00000084058,0.1
ENSMUSG00000117102,0.1
ENSMUSG00000082382,0.1
ENSMUSG00000116402,0.1
ENSMUSG00000089700,0.1
ENSMUSG00000058258,0.1
ENSMUSG00000076563,0.1
ENSMUSG00000028179,0.1
ENSMUSG00000102593,0.1
ENSMUSG00000028946,0.1
ENSMUSG00000107950,0.1
ENSMUSG00000043618,0.1
ENSMUSG00000026360,0.1
ENSMUSG00000084773,0.1
ENSMUSG00000033501,0.1
ENSMUSG00000051257,0.1
ENSMUSG00000029707,0.1
ENSMUSG00000071324,0.1
ENSMUSG00000014503,0.1
ENSMUSG00000044629,0.1
ENSMUSG00000110685,0.1
ENSMUSG00000021565,0.1
ENSMUSG00000090272,0.1
ENSMUSG00000115332,0.1
ENSMUSG00000028414,0.1
ENSMUSG00000055177,0.1
ENSMUSG00000095690,0.1
ENSMUSG00000108852,0.1
ENSMUSG00000003872,0.1
ENSMUSG00000044485,0.1
ENSMUSG00000096768,0.1
ENSMUSG00000108772,0.1
ENSMUSG00000090256,0.1
ENSMUSG00000081434,0.1
ENSMUSG00000095614,0.1
ENSMUSG00000084288,0.1
ENSMUSG00000004038,0.1
ENSMUSG00000104340,0.1
ENSMUSG00000044055,0.1
ENSMUSG00000104846,0.1
ENSMUSG00000082199,0.1
ENSMUSG00000114110,0.1
ENSMUSG00000064367,0.1
ENSMUSG00000109147,0.1
ENSMUSG00000030711,0.1
ENSMUSG00000033966,0.1
ENSMUSG00000112941,0.1
ENSMUSG00000116215,0.1
ENSMUSG00000091530,0.1
ENSMUSG00000039865,0.1
ENSMUSG00000086350,0.1
ENSMUSG00000090098,0.1
ENSMUSG00000106243,0.1
ENSMUSG00000031452,0.1
ENSMUSG00000026885,0.1
ENSMUSG00000109141,0.1
ENSMUSG00000083670,0.1
ENSMUSG00000084241,0.1
ENSMUSG00000104164,0.1
ENSMUSG00000030865,0.1
ENSMUSG00000042655,0.1
ENSMUSG00000025730,0.1
ENSMUSG00002076589,0.1
ENSMUSG00000116846,0.1
ENSMUSG00000074768,0.1
ENSMUSG00000109558,0.1
ENSMUSG00000065714,0.1
ENSMUSG00000085972,0.1
ENSMUSG00000038763,0.1
ENSMUSG00000080719,0.1
ENSMUSG00000021901,0.1
ENSMUSG00000098208,0.1
ENSMUSG00000111326,0.1
ENSMUSG00000049511,0.1
ENSMUSG00000115125,0.1
ENSMUSG00000032253,0.1
ENSMUSG00000035295,0.1
ENSMUSG00000119670,0.1
ENSMUSG00000085275,0.1
ENSMUSG00000060188,0.1
ENSMUSG00000040446,0.1
ENSMUSG00000112819,0.1
ENSMUSG00000113667,0.1
ENSMUSG00000056849,0.1
ENSMUSG00000118203,0.1
ENSMUSG00000026478,0.1
ENSMUSG00000103801,0.1
ENSMUSG00000084349,0.1
ENSMUSG00000032667,0.1
ENSMUSG00000098812,0.1
ENSMUSG00000075199,0.1
ENSMUSG00000055882,0.1
ENSMUSG00000090952,0.1
ENSMUSG00000032456,0.1
ENSMUSG00000096316,0.1
ENSMUSG00000046085,0.1
ENSMUSG00000108134,0.1
ENSMUSG00000002475,0.1
ENSMUSG00000115790,0.1
ENSMUSG00000036686,0.1
ENSMUSG00000112814,0.1
ENSMUSG00000095524,0.1
ENSMUSG00000089926,0.1
ENSMUSG00000112289,0.1
ENSMUSG00000087429,0.1
ENSMUSG00000105130,0.1
ENSMUSG00000011008,0.05
